"","row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000181577","ENSG00000181577",1347.1052100775,4.69184681090289,0.208358339876384,17.7187378873013,3.00580695872176e-70,3.15900615210178e-67,"C6orf223"
"ENSG00000104415","ENSG00000104415",306.180767725303,3.73013672566496,0.154165583542879,17.7091193956764,3.56607991045852e-70,3.63071510883558e-67,"WISP1"
"ENSG00000258227","ENSG00000258227",126.113873944267,4.84284158388246,0.217479911204258,17.6698691966691,7.15626346735284e-70,7.06518375049562e-67,"CLEC5A"
"ENSG00000196611","ENSG00000196611",4338.85448153747,5.93559367548439,0.281187406069953,17.5526839714028,5.67344254119971e-69,5.43649288212608e-66,"MMP1"
"ENSG00000281406","ENSG00000281406",190.020919358369,5.19375518354001,0.2392535057352,17.5285004524931,8.68293169595431e-69,8.08256899011975e-66,"BLACAT1"
"ENSG00000232679","ENSG00000232679",22.614472349454,8.13939970422435,0.408506497631983,17.4768326712299,2.15121136854944e-68,1.94684628853724e-65,"RP11-400N13.3"
"ENSG00000198759","ENSG00000198759",135.147613940668,4.40793625682192,0.195231411023249,17.4558808900689,3.10549837073248e-68,2.73451721401254e-65,"EGFL6"
"ENSG00000159263","ENSG00000159263",535.356440045723,4.3943449449708,0.195156658463991,17.3929240830751,9.33479370879476e-68,8.0033573429614e-65,"SIM2"
"ENSG00000228742","ENSG00000228742",60.4762868097601,6.97388981925738,0.344572966805792,17.3370821124931,2.46959550220079e-67,2.06306208876159e-64,"RP5-884M6.1"
"ENSG00000172031","ENSG00000172031",256.938349733197,4.40546230207527,0.196536414230371,17.3273859473367,2.92316327209795e-67,2.38091648512378e-64,"EPHX4"
"ENSG00000163815","ENSG00000163815",236.178238138701,-3.93282337066647,0.169755157867798,-17.2767850326557,7.03623363316905e-67,5.59123150655238e-64,"CLEC3B"
"ENSG00000173391","ENSG00000173391",228.695401873008,4.84853127759736,0.224900971165938,17.1121149795205,1.20541888148881e-65,9.35060646640602e-63,"OLR1"
"ENSG00000112559","ENSG00000112559",521.937386905859,3.96178036273634,0.174936441280463,16.9306082886866,2.67600295628283e-64,2.02753898408592e-61,"MDFI"
"ENSG00000247844","ENSG00000247844",398.238393134491,4.40425985988576,0.201337799045727,16.9082004274448,3.91481159878632e-64,2.89874004291951e-61,"CCAT1"
"ENSG00000078098","ENSG00000078098",521.622283363389,4.42525419360256,0.202813280798646,16.8887075842098,5.44834398932408e-64,3.94460104827064e-61,"FAP"
"ENSG00000101255","ENSG00000101255",2842.8875749026,3.74422102144536,0.16278041198768,16.8584228773979,9.09845932095239e-64,6.4440827103615e-61,"TRIB3"
"ENSG00000086991","ENSG00000086991",102.634985370404,4.05515148424119,0.181414756983202,16.8406999245606,1.22775651835968e-63,8.51070369535287e-61,"NOX4"
"ENSG00000108821","ENSG00000108821",98016.1137535664,3.91110034277432,0.173682778050468,16.7610189994107,4.70490797894714e-63,3.19345629071037e-60,"COL1A1"
"ENSG00000145244","ENSG00000145244",94.3441952593302,4.45483424260299,0.207948432694135,16.6138989260121,5.52805125783232e-62,3.67558999959545e-59,"CORIN"
"ENSG00000204542","ENSG00000204542",120.62058736249,9.60884113450824,0.518844188452136,16.5923437635313,7.91696039916103e-62,5.15869139609333e-59,"C6orf15"
"ENSG00000185269","ENSG00000185269",2663.96469917437,7.82228029268684,0.412139551012979,16.5533258720709,1.51497177858086e-61,9.67799618552243e-59,"NOTUM"
"ENSG00000149968","ENSG00000149968",1665.31657519097,5.85080513454838,0.293974861016227,16.5007481176447,3.62375124419784e-61,2.2704195295378e-58,"MMP3"
"ENSG00000083782","ENSG00000083782",86.0681040501796,9.15552542607671,0.494754842466641,16.4839729216528,4.78354607915581e-61,2.94052700488483e-58,"EPYC"
"ENSG00000145040","ENSG00000145040",21.3671693355711,5.81545972881947,0.293058446767845,16.4317383850539,1.13362030838616e-60,6.83950919392982e-58,"UCN2"
"ENSG00000115507","ENSG00000115507",98.9518718746717,5.1352833934575,0.252093773544215,16.4037506175543,1.79787362405509e-60,1.06499495766754e-57,"OTX1"
"ENSG00000253929","ENSG00000253929",67.8515710497961,6.4100550589371,0.331103662260229,16.3394600410222,5.17087946132911e-60,3.00834380089469e-57,"CASC21"
"ENSG00000165905","ENSG00000165905",1457.47846075859,4.34613253896859,0.206117756892466,16.2340818637683,2.89547805468538e-59,1.65499429862544e-56,"LARGE2"
"ENSG00000182492","ENSG00000182492",9828.36949682697,3.55576036000757,0.158499976923031,16.1246733887455,1.71161557619739e-58,9.61455784008811e-56,"BGN"
"ENSG00000087116","ENSG00000087116",1738.71471110147,3.53548716717997,0.158024662529381,16.044882656899,6.20761605999468e-58,3.42786663109537e-55,"ADAMTS2"
"ENSG00000178776","ENSG00000178776",22.5585840908227,7.61544095513784,0.412673578547604,16.0306869618858,7.80155306643767e-58,4.23624331507565e-55,"C5orf46"
"ENSG00000196260","ENSG00000196260",109.822167102945,7.57180753213704,0.411448743445742,15.9723601951009,1.99106966488582e-57,1.06342704396689e-54,"SFTA2"
"ENSG00000018625","ENSG00000018625",236.645644388724,-5.40608731875932,0.276343686056857,-15.9442301057415,3.12467234922883e-57,1.64196492157863e-54,"ATP1A2"
"ENSG00000101187","ENSG00000101187",2575.92755904414,3.4729689802411,0.155439264061534,15.9095515227229,5.44017896230859e-57,2.81334969193673e-54,"SLCO4A1"
"ENSG00000118777","ENSG00000118777",378.387609563026,-4.83735991889352,0.242177668082442,-15.8452261485449,1.51674365974256e-56,7.72117319287699e-54,"ABCG2"
"ENSG00000050344","ENSG00000050344",4678.02613164266,2.74423817538285,0.110110083134107,15.8408578554835,1.62587531604956e-56,8.14938735336841e-54,"NFE2L3"
"ENSG00000251026","ENSG00000251026",21.4755759986333,7.27189448056105,0.397598985618806,15.7744227410433,4.66644930742309e-56,2.30352906720976e-53,"RP11-138J23.1"
"ENSG00000129455","ENSG00000129455",91.2787416117972,9.30171546414786,0.527102543887653,15.7497161803061,6.89902493136651e-56,3.35477958602867e-53,"KLK8"
"ENSG00000118785","ENSG00000118785",6340.08410220012,5.16998394662715,0.264936362740142,15.7395681872375,8.09944908476911e-56,3.88058898796732e-53,"SPP1"
"ENSG00000115363","ENSG00000115363",335.184137223675,4.08587369966787,0.19763510966895,15.6139954324759,5.84586096137133e-55,2.76026304523881e-52,"EVA1A"
"ENSG00000139515","ENSG00000139515",673.334639756754,4.43847614228724,0.220339201921404,15.6053762213124,6.69141117545323e-55,3.11437394423237e-52,"PDX1"
"ENSG00000186007","ENSG00000186007",134.47870140543,5.93251180562067,0.316664426838863,15.5764632448931,1.05217464585808e-54,4.82814788197975e-52,"LEMD1"
"ENSG00000157766","ENSG00000157766",343.812174092814,3.91223651603979,0.187786067706069,15.5082672086097,3.0499920282038e-54,1.38012139276222e-51,"ACAN"
"ENSG00000165197","ENSG00000165197",22.7068179842776,-4.93355301956253,0.253690830354749,-15.5053023164536,3.19409746035747e-54,1.40626615214117e-51,"VEGFD"
"ENSG00000181418","ENSG00000181418",111.644163971498,4.2894539112485,0.212140470424098,15.5060178035451,3.15871309356875e-54,1.40626615214117e-51,"DDN"
"ENSG00000174015","ENSG00000174015",27.0739280011294,7.44549190891351,0.416553194507079,15.4733945001686,5.2465934869994e-54,2.27912021075254e-51,"SPERT"
"ENSG00000236081","ENSG00000236081",290.745056104646,4.65727917020189,0.236511134289887,15.4634545269198,6.12250953708509e-54,2.62462316734516e-51,"ELFN1-AS1"
"ENSG00000230838","ENSG00000230838",21.9868403095147,6.53610693279351,0.35837413473765,15.4478417836886,7.80121126600648e-54,3.30082419540898e-51,"LINC01614"
"ENSG00000170369","ENSG00000170369",66.6900033456084,6.77906451791509,0.374296534121872,15.4398023788097,8.8370616817931e-54,3.69117268708743e-51,"CST2"
"ENSG00000273604","ENSG00000273604",506.500982706966,3.74942262724609,0.178542711658598,15.3992431374259,1.65596214110239e-53,6.82927171609063e-51,"C17orf96"
"ENSG00000233532","ENSG00000233532",68.6668224268929,7.28765738442161,0.409314836685337,15.3614206495409,2.96994487852295e-53,1.20951005177847e-50,"LINC00460"
"ENSG00000230316","ENSG00000230316",157.84293240893,8.18142268208078,0.467650036037342,15.3564035682173,3.20888732008154e-53,1.29068578874391e-50,"FEZF1-AS1"
"ENSG00000131389","ENSG00000131389",4322.55982084424,3.14885868989573,0.140106575899378,15.3373150125301,4.30642067922892e-53,1.71101446011315e-50,"SLC6A6"
"ENSG00000168748","ENSG00000168748",449.57888825879,-6.12378521252806,0.335262583099645,-15.2829020320624,9.94132277778614e-53,3.90226862771413e-50,"CA7"
"ENSG00000068976","ENSG00000068976",92.3971914398379,-3.9722862480385,0.194751643998877,-15.2619314887819,1.37128388322701e-52,5.31862248994478e-50,"PYGM"
"ENSG00000169035","ENSG00000169035",235.163582379693,8.52330370316977,0.493645387229231,15.2402998139963,1.9099193978351e-52,7.32060870370206e-50,"KLK7"
"ENSG00000261650","ENSG00000261650",26.270004413761,7.80918419854592,0.447137924328098,15.2283754700027,2.29216468289821e-52,8.68357271730507e-50,"RP11-474D1.4"
"ENSG00000029559","ENSG00000029559",43.7315647214427,7.32797370546559,0.416301478538232,15.2004593586483,3.51150016360925e-52,1.3149962681654e-49,"IBSP"
"ENSG00000171388","ENSG00000171388",335.170954953227,3.76452260749783,0.182281342727576,15.1662400887044,5.91706815527047e-52,2.19066000566718e-49,"APLN"
"ENSG00000212993","ENSG00000212993",292.974274963114,4.70818117010191,0.244991576551696,15.1359537429624,9.38107486981975e-52,3.43410583436772e-49,"POU5F1B"
"ENSG00000276122","ENSG00000276122",63.5848174757006,9.41945810400368,0.557834541428887,15.0931100150904,1.79765396649365e-51,6.50750735870703e-49,"RP11-143E21.3"
"ENSG00000179431","ENSG00000179431",180.478481561123,3.30923413274507,0.154071212867461,14.9880960223996,8.78352574277373e-51,3.14469526043481e-48,"FJX1"
"ENSG00000204869","ENSG00000204869",76.789676949825,5.48247784744064,0.299104815904414,14.9863111828769,9.02271872094435e-51,3.19521930356921e-48,"IGFL4"
"ENSG00000162849","ENSG00000162849",541.922554894591,4.20141774464026,0.21432078553908,14.9375047155961,1.87879763114776e-50,6.581852346537e-48,"KIF26B"
"ENSG00000245694","ENSG00000245694",149.313460889189,4.32038483483694,0.222864572156256,14.8986660495726,3.36225246418937e-50,1.16534239663074e-47,"CRNDE"
"ENSG00000231172","ENSG00000231172",29.6143237698631,7.45540905678053,0.434694552099655,14.8504484944652,6.91047837409669e-50,2.36993037292706e-47,"AC007099.1"
"ENSG00000167281","ENSG00000167281",92.2684940064162,-5.32860496027385,0.292230141459048,-14.8123151796114,1.21965957997444e-49,4.13921969953826e-47,"RBFOX3"
"ENSG00000180730","ENSG00000180730",144.145589514693,3.9451385224593,0.199368099230271,14.7723659593988,2.20822889625695e-49,7.41691726186098e-47,"SHISA2"
"ENSG00000120498","ENSG00000120498",31.0082246462863,-4.03615396243233,0.206006385010654,-14.738154656106,3.66667491655053e-49,1.21898233450221e-46,"TEX11"
"ENSG00000182253","ENSG00000182253",2505.39105641865,-4.55513498131013,0.241293274173724,-14.7336679544186,3.9184752228016e-49,1.28953457332198e-46,"SYNM"
"ENSG00000145506","ENSG00000145506",876.535407265122,4.37285756826921,0.228966342444711,14.7308007467677,4.08832703024349e-49,1.33197694645333e-46,"NKD2"
"ENSG00000269404","ENSG00000269404",274.689770117602,-4.99726956409714,0.271853637315708,-14.7037560489031,6.09812423726811e-49,1.96709789752668e-46,"SPIB"
"ENSG00000088992","ENSG00000088992",1890.92323222176,4.53149526843367,0.241624967828376,14.6156057470934,2.2335893202677e-48,7.13434706414917e-46,"TESC"
"ENSG00000018280","ENSG00000018280",369.614272720177,3.56502269075078,0.176199281058938,14.5575094026223,5.23298473997947e-48,1.6552489595003e-45,"SLC11A1"
"ENSG00000122367","ENSG00000122367",134.627022307554,-4.19880776962066,0.219786430343997,-14.5541640792567,5.49535669813753e-48,1.72152616562808e-45,"LDB3"
"ENSG00000229970","ENSG00000229970",33.5106936470941,5.04529143585275,0.278013636604194,14.5506942942227,5.78132868731824e-48,1.79386370126503e-45,"AC007128.1"
"ENSG00000169429","ENSG00000169429",5220.84250610544,5.32822592017712,0.298144485739268,14.5172093639264,9.42706204622974e-48,2.89748756100156e-45,"CXCL8"
"ENSG00000203805","ENSG00000203805",98.8350303297411,4.17344207917939,0.219062430750567,14.4864734144797,1.47524934678601e-47,4.49192745030731e-45,"PLPP4"
"ENSG00000104267","ENSG00000104267",6188.74515138042,-4.93990613619403,0.272081288821178,-14.4806214101091,1.60638303312501e-47,4.84592214992711e-45,"CA2"
"ENSG00000228705","ENSG00000228705",50.1236080355645,6.1048054882186,0.353214355440703,14.4524292673478,2.4199769794218e-47,7.23328898986811e-45,"LINC00659"
"ENSG00000065325","ENSG00000065325",73.3944127902684,-3.96301069059229,0.20593209269816,-14.3882900997624,6.12925945627692e-47,1.8153752098682e-44,"GLP2R"
"ENSG00000015413","ENSG00000015413",8950.67520214923,5.3759371657502,0.304288540399112,14.3808805944865,6.82209653844305e-47,2.0023775245268e-44,"DPEP1"
"ENSG00000162461","ENSG00000162461",96.8654134410531,-3.74129706547324,0.191461709170721,-14.3177300429764,1.69572011325566e-46,4.93272868659548e-44,"SLC25A34"
"ENSG00000204262","ENSG00000204262",6958.88100590498,3.02354383593386,0.142058164631497,14.2444740236015,4.85187224154648e-46,1.39888493477508e-43,"COL5A2"
"ENSG00000120708","ENSG00000120708",32015.5858741621,3.48676444638612,0.174729848402698,14.232052904063,5.79551189450366e-46,1.65629629406078e-43,"TGFBI"
"ENSG00000105219","ENSG00000105219",173.365982603764,4.55120001516134,0.250650233202076,14.1679501742108,1.44661761986664e-45,4.09833061350043e-43,"CNTD2"
"ENSG00000118113","ENSG00000118113",22.0433327391561,6.69141961942239,0.401882528325775,14.1618986103541,1.57675851311044e-45,4.4285165825119e-43,"MMP8"
"ENSG00000165816","ENSG00000165816",765.584451718591,3.87243510340754,0.203371886395039,14.1240520227461,2.70008811846676e-45,7.51870691449974e-43,"VWA2"
"ENSG00000130226","ENSG00000130226",62.1871910564416,-4.74574102930523,0.265276606595001,-14.1201332352079,2.85451133529199e-45,7.88135417828924e-43,"DPP6"
"ENSG00000141338","ENSG00000141338",209.689577706113,-4.60037937105325,0.255606902460731,-14.0856108985804,4.65614867090274e-45,1.27476742603371e-42,"ABCA8"
"ENSG00000187583","ENSG00000187583",150.743549500848,3.40965606250006,0.171229870797979,14.072638443692,5.59426394138138e-45,1.51884266008505e-42,"PLEKHN1"
"ENSG00000133392","ENSG00000133392",28456.7902115953,-4.51486016173337,0.251691210969721,-13.9649698064197,2.5501350369954e-44,6.86639665333142e-42,"MYH11"
"ENSG00000265688","ENSG00000265688",197.792746849358,2.91234103356343,0.137184417882709,13.9399289152391,3.62300875599762e-44,9.67521518609855e-42,"MAFG-AS1"
"ENSG00000223485","ENSG00000223485",10.6933314651083,4.45951213149687,0.248189289494964,13.9390065483348,3.67013203278108e-44,9.72137411609817e-42,"LINC01615"
"ENSG00000188064","ENSG00000188064",64.0362414732558,6.13783349088529,0.368855213147537,13.9291334587434,4.21437541530497e-44,1.10729315347287e-41,"WNT7B"
"ENSG00000186340","ENSG00000186340",5670.96657170791,3.61776871313971,0.188240656832399,13.9065001004032,5.78413124487404e-44,1.50757596766397e-41,"THBS2"
"ENSG00000165072","ENSG00000165072",146.230820722735,-4.49562080706065,0.251914535857238,-13.876217166927,8.82816535875303e-44,2.28271132847757e-41,"MAMDC2"
"ENSG00000168875","ENSG00000168875",57.6094220235269,8.29636728902448,0.529884580047431,13.7697294161143,3.87662361938879e-43,9.94491319052653e-41,"SOX14"
"ENSG00000123560","ENSG00000123560",141.098370056564,-5.3184671885211,0.314193382717251,-13.744615342225,5.48638705375116e-43,1.3964569547751e-40,"PLP1"
"ENSG00000173894","ENSG00000173894",557.114576841243,3.59938814108064,0.189321742317628,13.7300032698812,6.71304865633217e-43,1.6954350792504e-40,"CBX2"
"ENSG00000236452","ENSG00000236452",33.0270458801232,5.93664133501472,0.360474947329023,13.6948250401125,1.09022641792203e-42,2.73227513045382e-40,"AC123023.1"
"ENSG00000135549","ENSG00000135549",757.329913406033,-4.18627368916714,0.232904768040716,-13.680585914884,1.32619748814722e-42,3.29828352395699e-40,"PKIB"
"ENSG00000117122","ENSG00000117122",708.565177390499,3.29555059011803,0.16803735894179,13.6609537579869,1.73693768270005e-42,4.28707800775512e-40,"MFAP2"
"ENSG00000187699","ENSG00000187699",653.209327703391,-3.76468266068435,0.202838999554083,-13.6299363868002,2.65811906527971e-42,6.5113924170536e-40,"C2orf88"
"ENSG00000181652","ENSG00000181652",197.028261714049,3.84484563843485,0.208808727729245,13.6241701645903,2.87661448745633e-42,6.99403731353188e-40,"ATG9B"
"ENSG00000136546","ENSG00000136546",162.664964053274,-5.20793502858478,0.309125770816945,-13.6123721340483,3.3808937392238e-42,8.15922355732677e-40,"SCN7A"
"ENSG00000141434","ENSG00000141434",163.037888677416,-5.70078219457838,0.345394228103619,-13.6099037334467,3.49704134175857e-42,8.37747109665398e-40,"MEP1B"
"ENSG00000225614","ENSG00000225614",342.956276681935,3.1802566217167,0.160462100457245,13.5873618474639,4.75927957385069e-42,1.13180531763544e-39,"ZNF469"
"ENSG00000134827","ENSG00000134827",912.432437821504,6.57592850418489,0.410563380647638,13.58116375452,5.17968520923235e-42,1.22285611678833e-39,"TCN1"
"ENSG00000036672","ENSG00000036672",208.15503257975,-3.80889391718344,0.207335217362762,-13.5475967513463,8.18667904929806e-42,1.91886333400094e-39,"USP2"
"ENSG00000006118","ENSG00000006118",1442.33694786708,2.90173570948227,0.140482549100046,13.537166869943,9.43584514760067e-42,2.1958559636345e-39,"TMEM132A"
"ENSG00000040199","ENSG00000040199",929.216461482955,-2.67680693167209,0.12389991577356,-13.5335598995613,9.91056200452937e-42,2.2899724121104e-39,"PHLPP2"
"ENSG00000163959","ENSG00000163959",340.853412496808,-3.91753504826975,0.215686930522087,-13.5267122639635,1.08780959068961e-41,2.49583355384981e-39,"SLC51A"
"ENSG00000106483","ENSG00000106483",1712.35067177246,4.31867198235283,0.245465686886457,13.5199018015415,1.19334984163667e-41,2.71883481402257e-39,"SFRP4"
"ENSG00000188293","ENSG00000188293",26.8275170829295,9.00745296128182,0.592433144698021,13.5162136570928,1.25469287116274e-41,2.8387426210057e-39,"IGFL1"
"ENSG00000186198","ENSG00000186198",401.617536509606,-4.20914359261269,0.23744479469187,-13.5153250959962,1.26993465581891e-41,2.85341179907449e-39,"SLC51B"
"ENSG00000166091","ENSG00000166091",5.44155226050227,-4.58787973144999,0.266037754257302,-13.4863555041888,1.88174985690635e-41,4.19913769438418e-39,"CMTM5"
"ENSG00000171246","ENSG00000171246",161.694621194116,-5.01097015968944,0.298063482385341,-13.4567647388082,2.80950655581323e-41,6.22678391757789e-39,"NPTX1"
"ENSG00000138028","ENSG00000138028",945.888746636824,3.37074975794657,0.17679667551906,13.4094702345859,5.32176096177638e-41,1.17150656847753e-38,"CGREF1"
"ENSG00000168477","ENSG00000168477",647.684005883246,-3.66709670149257,0.198924465977416,-13.407585077018,5.45875376508001e-41,1.19359864205575e-38,"TNXB"
"ENSG00000162493","ENSG00000162493",969.431034062419,2.92123366847535,0.143395347061842,13.3981590605362,6.19815626548246e-41,1.34623954086279e-38,"PDPN"
"ENSG00000249550","ENSG00000249550",129.5726405043,7.40164924571961,0.477833760662501,13.3972309466873,6.27613898754024e-41,1.35414972327193e-38,"LINC01234"
"ENSG00000184544","ENSG00000184544",2.43817704338028,-5.85423110071087,0.362861281300139,-13.3776496718472,8.16898694518146e-41,1.75095785969745e-38,"DHRS7C"
"ENSG00000128610","ENSG00000128610",83.939017011296,7.98117062145528,0.522147095291603,13.3701224892509,9.03918747489683e-41,1.92481521524274e-38,"FEZF1"
"ENSG00000137809","ENSG00000137809",1182.898797178,3.12735428674077,0.159316578658709,13.3530000747632,1.13772867608735e-40,2.4069610562939e-38,"ITGA11"
"ENSG00000128422","ENSG00000128422",1119.41075379826,5.55630538302536,0.341356511474401,13.347644558897,1.22253738285299e-40,2.56969470537745e-38,"KRT17"
"ENSG00000168079","ENSG00000168079",442.647960756003,-4.82726265465799,0.286899079557258,-13.3401008485779,1.35276410431803e-40,2.82519580247957e-38,"SCARA5"
"ENSG00000213468","ENSG00000213468",53.8741468560923,5.75798502634483,0.358106681406358,13.2865016861993,2.77240056051298e-40,5.75317262812183e-38,"FIRRE"
"ENSG00000104892","ENSG00000104892",35.3156885014407,5.8989054227289,0.369215935157353,13.268401919438,3.53029171347469e-40,7.27955088765858e-38,"KLC3"
"ENSG00000004799","ENSG00000004799",1189.69588482754,-3.41963185829529,0.182516973097143,-13.2570238111908,4.10881021980273e-40,8.41918471453919e-38,"PDK4"
"ENSG00000239605","ENSG00000239605",44.7926498600497,4.99975796483061,0.301979777762515,13.2451185786888,4.81520715822067e-40,9.80496557592683e-38,"C2orf61"
"ENSG00000120254","ENSG00000120254",1723.76444347571,2.21162519668589,0.0914924814053124,13.2428936025724,4.96003501729867e-40,1.0037139184074e-37,"MTHFD1L"
"ENSG00000196666","ENSG00000196666",4.32971279649123,-5.30578242278347,0.325177131001282,-13.241344523599,5.06341710386136e-40,1.01830943977656e-37,"FAM180B"
"ENSG00000170835","ENSG00000170835",1406.31312628596,5.87255752903121,0.368107394751701,13.2367825218993,5.38048739937111e-40,1.07543729737123e-37,"CEL"
"ENSG00000196711","ENSG00000196711",65.095111720459,4.38771194738172,0.256713502880914,13.1964696416972,9.19440761716719e-40,1.82654756199577e-37,"FAM150A"
"ENSG00000124731","ENSG00000124731",184.830580955495,4.14983428347178,0.239634871141162,13.1443068718338,1.8347908224326e-39,3.62287787847601e-37,"TREM1"
"ENSG00000022267","ENSG00000022267",1759.08535436208,-3.18654497445523,0.166540209510181,-13.1292315584697,2.23917172304793e-39,4.39471173113865e-37,"FHL1"
"ENSG00000122861","ENSG00000122861",2456.48522584717,2.93322443409177,0.147404898549188,13.1150623426986,2.69960148546017e-39,5.26664768840074e-37,"PLAU"
"ENSG00000108381","ENSG00000108381",40.2588788688533,-3.73056658112333,0.208512805509512,-13.0954383086979,3.49650014483578e-39,6.78071278087796e-37,"ASPA"
"ENSG00000011201","ENSG00000011201",332.909764986605,3.77094126028133,0.211660976974164,13.0914129750973,3.68684788486152e-39,7.10754462063835e-37,"ANOS1"
"ENSG00000173898","ENSG00000173898",1351.8874209866,2.90246511362189,0.145363524259698,13.0876375164313,3.87473000287406e-39,7.42580608786099e-37,"SPTBN2"
"ENSG00000229404","ENSG00000229404",52.2418228716461,5.90392434842233,0.374874459030151,13.0815109706578,4.20007396898756e-39,8.00224619354471e-37,"LINC00858"
"ENSG00000163736","ENSG00000163736",158.635105445337,6.55906867815483,0.425351948129463,13.0693387031645,4.92921648752637e-39,9.33685309090751e-37,"PPBP"
